9075;THEMATIQUE          ;7;en;Files;;
10391;QUESTION            ;298;en;Thanks to Teams, all my collaboration on my various projects are consolidated in one application and I use less email.  Yet I still get email notifications about missed activities in Teams. What is the right course of action to desactivate these notifications?;As soon as I use Teams several hours a day, every day, I can turn off Teams email notifications.;
10392;QUESTION            ;251;en;I am on a business trip and my laptop has just been stolen. Now I am supposed to join a scheduled meeting. What shall I do?;Even on a computer that is not mine, I can easily find my work environment and my files through Office.com : Teams, my documents with Onedrive, my emails on Outlook ....;
10393;QUESTION            ;83;en;In a team, to draw attention to my publication I can:;By default, channel notifications are disabled. It is important to @mention the members of my team but I also need to make my publication appealing to attract the eye of my colleagues. To format a publication, I click on the format icon (A) to access all the options.;
10394;QUESTION            ;9;en;While travelling, I'd like to view the Stream videos pinned in the channel Competitive Intelligence - Training  in Teams. Can I do it from Teams mobile App?;#VALUE!;
10418;QUESTION            ;289;en;When using Teams mobile application, what information can I find from the Plus in my conversations?;Teams is really a collaborative hub! I don't need to get out of Teams to access all my business applications!;
10493;QUESTION            ;88;en;True or false? In Teams, I can customize my status to indicate my geographical location, my time slots availability or my mood!;I can customize Teams every day!;
10395;QUESTION            ;49;en;I do not want to be interupted for 2 hours to focus on a specific project. Which statuses disables all my notifications?;"Here is how my status is automatically updated on Teams:
- Available (automatically activates if I have nothing in my calendar)
- Busy / In meeting (activates automatically when I''m in a meeting)
- Do Not Disturb (activates automatically when I make a screen sharing)
- Away (activates after a long period of inactivity Teams)
- Out of Office (activates when indicated in my Outlook calendar)
- Disconnected (activates automatically when I log off from Teams)";
10396;QUESTION            ;179;en;True or false? In Teams today, I can access the calendar of a team.;Today I can not see the calendar of a specific Teams. Depending on the setting established by my company, I may be given access to the Office 365 Group for this team, where I can view the calendar.;
10397;QUESTION            ;102;en;I would like to let my assistant make and receive Teams calls on my behalf. Here's how to proceed : ;When travelling or when I don't want to be disturbed - without missing important calls, I delegate my calls to my assistant or someone in my team, so that he/she can make and receive calls on my behalf.;
10398;QUESTION            ;266;en;In conversations and publications, I can use stickers instead of GIFs, I can customize them via:;Personalization is always very appreciated by my colleagues! To customize a sticker, I click the Autocollant button, select one from those that are illustrated with a small pencil, and add my message.;
10399;QUESTION            ;238;en;I would like to congratulate a member of my sales team to have won an exclusive contract with one of our customers, how can i do ?;I avoid the e-mail chains as much as possible for congratulations or thanks! However, I do not hesitate to use the colorful badges of Teams to congratulate my team for their successes, to thank my colleagues for their efforts, advice, etc ... ;
10400;QUESTION            ;250;en;In my Teams application, we created 12 channels. They all appear when I visit the team on my mobile. How can I reduce this list?;To easily navigate my Teams interface, I can modulate the display of channels on mobile.;
10401;QUESTION            ;82;en;I'd like to work on a document at the same time as one of my colleagues. How can we make sure we have the same version?  ;When working on the same document with another person, I prefer file sharing, rather than sending successive versions by email.;
10402;QUESTION            ;5;en;Megan coordinates a project with me. She is participating in an external event this afternoon and wants to transfer all her calls to me. How can I recognize the forwarded calls?;If I work with a peer, when one of us is not available to answer a call, we can transfer calls to one another. I can access this feature from the Settings and in the Calls section.;
10403;QUESTION            ;117;en;Two new people just joined my team. I want to add them to our TEAMS Teams, what to do?;When someone important is missing to a team, I can submit a request to add that person even if I am not owner of a team, he/she will validate later. If I'm owner of the team, I can then add the person.;
10404;QUESTION            ;192;en;Which icon can disable all the microphones of attendees joining a meeting?;If necessary, I can turn off the microphone of the attendees who join my meeting.;
10405;QUESTION            ;252;en;I am working from home and I am about to join a meeting, but my environment is messy ... .How can I hide this from other meeting participants?;Whenever possible, I prioritize turning on my camera during meetings to keep everyone's attention.;
10406;QUESTION            ;133;en;True or false? In Teams calendar, I can add categories of custom colors, as I can do in Outlook.;#VALUE!;
10407;QUESTION            ;285;en;During a meeting, if I am asked to share a PowerPoint presentation, it is preferable to select Share a PowerPoint file rather than Share a window because:;During a meeting, if presenting with others using the same presentation, I select Share a PowerPoint file from the sharing tray. The other participants can see the slides at their own pace without interrupting the main presentation. No need to say can you please go back to slide 2?! I can also let the other presenter switch slides without having to stop sharing and regain control at any time.;
10408;QUESTION            ;189;en;True or false? I can change the order of the buttons on the bottom of the Teams mobile application.;What is great in Teams is that I can customize my picture! I can change the order of tabs, add my business applications and choose the color of the interface!;
10409;QUESTION            ;153;en;I participate to a remote meeting from my PC Teams app. My manager is sharing the quarterly results. I can't read the results very well. How do I get a better overview of shared content?;#VALUE!;
10410;QUESTION            ;17;en;I work simultaneously with two of my colleagues on a shared Excel file on Teams. Which icon allows me to discuss directly with other people connected to the document?;If I have additional details to add to a document, I open a conversation thread attached to the document. For this, I open the file in Teams, I click on Conversations and I write my message, not forgetting to mention (@) the person concerned. In this way, my comments remain linked to the document and there's no risk to create confusion.;
10411;QUESTION            ;32;en;What is the right way to access my OneDrive while I am using the Teams application on mobile?;#VALUE!;
10412;QUESTION            ;159;en;From my mobile, I can record a maximum length audio message of :;On the go, I prefer to send audio messages of less than 5 minutes giving clear and concise information that my colleagues can listen to later.;
10413;QUESTION            ;292;en;I access my Teams files from my mobile application. If I want, I can add :;I can keep working with my teams from anywhere with my Teams mobile application.;
10414;QUESTION            ;135;en;I've started an ad-hoc meeting from a group conversation. During the call, I can:;When I create a quick meeting from a group conversation, I don't have access to the advanced features of meetings. If I want to record the meeting, use the Raise hand function, have shared notes... I have to create the meeting from my Calendar.;
10415;QUESTION            ;260;en;How do I survey members in a channel?;Using integrated tools, I am more efficient because I do not need to leave Teams to create a poll. In the publishing area, I click on the ... icon (Mail Extensions) I select the application Poll, I click Add and I customize my poll.;
10416;QUESTION            ;64;en;From my Teams calendar, I can:;To not be overwelmed by meetings, I schdule time slots in my calendar to focus on my individual tasks, and communicate my availabilities to my colleagues.;
10417;QUESTION            ;81;en;What is the point of the conversation created with every meeting?;I leverage the conversation of the meeting before, during and after the meeting. I can also share documents.;
14772;REPONSE             ;966;fr;Icône Forms ;;
10419;QUESTION            ;180;en;I am in charge of a team of 30 people and I am going on vacation tonight. I post a message in Teams to indicate my team who to contact during my absence and to ask if some employees need to review points with me before I leave. Did I do the right thing? ;My team is aware that I am available for emergencies until I leave. They will also know who to contact first during my absence.;
10420;QUESTION            ;62;en;Right now I work every day with Megan from the Marketing department. What is the best way to add Megan to Speed ​​Dial?;Add a contact to the list of Speed ​​Dial allows me to contact him or her much faster and especially from a mobile phone. They are accessible from the Calls tab and are pinned above my contacts groups.;
10421;QUESTION            ;60;en;I know I discussed with Alex in a channel, but I do not remember on which one. What can I do to search for the thread?;From time to time I need to find a chat we've previously had in Teams. To look back at my latest responses, I can go into  the Activity tab and select My Activities;
10422;QUESTION            ;149;en;I am in a meeting with my sales team, and we need to as the commercial law expert of our company a question. What is the right path to add him on the fly to our meeting?;#VALUE!;
10423;QUESTION            ;286;en;I am in a meeting with 3 colleagues, I am sharing my desk and one of my colleagues suggests to take over my PC to explain a complicated process. Is that possible?;I can give control over my PC to colleagues who are attending the same meeting as me. By giving control, I can identify my colleague's mouse easily because his profile picture will appear right next to his mouse. I can also take back that control very easily.;
10424;QUESTION            ;175;en;On Teams, how can you give to your colleagues a quick access to a third party application?;If my organization allows it, I can add a third party application to Teams. Otherwise, I can add the connector Website from a conversation / channel and link it to the app I am interested in. If possible, I escalate the need to my IT team to have the application integrated into my organization's catalog!;
10425;QUESTION            ;23;en;From the Teams mobile app, what are the options that allow me to share a file?;#VALUE!;
10426;QUESTION            ;98;en;I'm in a noisy environment (train station, airport, school) but I still want to join my 5pm meeting on Teams. What should I not do?;I can totally attend a Teams meeting, even in a noisy environment.;
10427;QUESTION            ;52;en;Right now I work every day with Megan from the Marketing department. What is the best way to add Megan to Speed ​​Dial?;Add a contact to the list of Speed ​​Dial allows me to contact him or her much faster and especially from a mobile phone. They are accessible from the Calls tab and are pinned above my contacts groups.;
10428;QUESTION            ;212;en;I am in a meeting with my sales team, and we need to as the commercial law expert of our company a question. What is the right path to add him on the fly to our meeting?;#VALUE!;
10429;QUESTION            ;341;en;I work on important topics and I would like to remain informed by email about missed activity on Teams. How can I do that?;In order not to miss important updates about my projects, I set up my notifications and then remain informed of everything while I am looking at my emails.;
10430;QUESTION            ;219;en;I use multiple planners from various teams / channels. What is the right way to get all my tasks in one place?;To get all my tasks in one place, I can look at the personal view without leaving Teams: I click on the ... in the navigation menu on the left, then I search for planner and open it. I right-click on the new tab to access the Pin option. Thus, I can quickly access all of my assigned tasks for several Planners.;
10431;QUESTION            ;108;en;I wish to speak at a meeting with a dozen participants. Which icon do I click to Raise Hand?;Whenever possible, I prefer the chat or the Raise Hand to interact with other participants during a meeting.;
10432;QUESTION            ;207;en;I use multiple planners from various teams / channels. What is the right way to get all my tasks in one place?;To get all my tasks in one place, I can look at the personal view without leaving Teams: I click on the ... in the navigation menu on the left, then I search for planner and open it. I right-click on the new tab to access the Pin option. Thus, I can quickly access all of my assigned tasks for several Planners.;
10433;QUESTION            ;256;en;What is the right path in mobile applications in Teams to quickly locate posts that mention me?;If I haven't been connected to Teams for a while, I quickly locate the posts that concern me directly by filtering my notifications.;
10434;QUESTION            ;104;en;When using TEAMS mobile app, I'd like to check an Excel file attached to the group conversation Sales Forecast 2021. What is the best way to achieve this? ;Files attached to group conversations remain accessible from Teams mobile app.;
10435;QUESTION            ;163;en;When I mention a person, I would like to delete their last name and keep only their first name, is it possible?;If I don't mention my colleagues, I'm taking the risk that they won't read my message and therefore I won't get an answer!;
10436;QUESTION            ;194;en;What is the right way to share a file from my OneDrive to Teams?;By accessing my files stored on OneDrive directly in Teams, I remain in one interface and I do not lose time browsing between different windows!;
10437;QUESTION            ;120;en;How can I change the memebers in my team project?;As a team owner, I can add or delete new members at any time.;
10438;QUESTION            ;41;en;What is Alex doing in the video?;If I have to regularly add specific people to a team, I create a group of contacts to easily find them in the Calls tab. This saves me from going through my entire call history.;
10439;QUESTION            ;151;en;What is Alex doing in the video?;If I have to regularly add specific people to a team, I create a group of contacts to easily find them in the Calls tab. This saves me from going through my entire call history.;
10440;QUESTION            ;186;en;In which tab can I find my call history and my voice mails?;To avoid missing calls, I can install Teams on my professional or personnal mobile phone, depending on the rules defined by my organization.;
10441;QUESTION            ;53;en;What is Megan doing in this video?;In Teams, I define the calendar to Day view for an overview of my agenda for the day.;
10442;QUESTION            ;92;en;My colleagues & I are in a meeting. Can we simultaneously edit the same PowerPoint file stored in a channel?;Co-editing is always possible on Teams, it is even recommended!;
10443;QUESTION            ;347;en;Which action allows me to end the meeting for all participants?;"As meeting organizer, I can chose to leave the meeting, but the meeting will continue for other participants; or I can end the meeting for all participants. ";
14839;REPONSE             ;1164;fr;Faux;;
10444;QUESTION            ;183;en;I'm in a call with my manager, we want to add Alex to the conversation. How do we do it?;If I need the advice from an additional person on a call, I check that the person is available via its status and I use the function Add participants to invite them to join the call .;
10445;QUESTION            ;13;en;Can I create a new Teams directly from my mobile to start working on the new Motus project?;I am free to create a new Teams from the mobile application, the web version or the PC application.;
10446;QUESTION            ;279;en;True or false ? When I use Teams on my mobile application, I have access to my Teams and the shared files.;With my mobile application, I can access my Teams from anywhere! Besides my chats, I have access to my Teams and shared files.;
10447;QUESTION            ;273;en;I have a new comer in my team what is the best practice for the annoucement ?;Using gifs or emoji is a good practice to create a  warm welcoming!;
10448;QUESTION            ;326;en;I am a sales team manager and I asked my colleagues to complete the Excel file for summer holidays in our Teams. Alex indicated that he would take the months of July and August. What is the right practice to challenge him about what appears to be a mistake?;If I have questions about a specific area of a Word, Powerpoint or Excel file, I use the Comments feature. This will allow the person concerned to quickly respond to my question. ;
10449;QUESTION            ;221;en;I can turn a conversation into an ad hoc meeting when:;When I create a quick meeting from a group conversation, I don't have access to the advanced features of meetings. If I want to Save the meeting, use the Raise your hand feature, have Shared Notes ... I have to create the meeting from my Calendar Teams.;
10450;QUESTION            ;106;en;I need to co-create or share confidential information with some members of my team, how can I do that ?;It is better to create a private channel in a team rather than a group conversation or an email. This way all of the information related to a project is stored in the same place and won't get lost among team conversations and emails. To do this, I click More options ... and then Add channel. A private channel can only be seen and accessed by selected members.;
10451;QUESTION            ;313;en;I accepted a meeting scheduled for this afternoon, but it turns out that I cannot attend because I have an appointment with a customer. How can I inform the organizor of the meeting?;When my schedule is busy and it turns out that I cannot attend a meeting, I change my answer and I add a note explaining the reason for declining. By doing so, I avoid disturbing the organizor in his/her work and he/she has access to participant's acceptance updated for the meeting.;
10452;QUESTION            ;105;en;Which icons can transform a group conversation in an adhoc meeting?;#VALUE!;
10453;QUESTION            ;93;en;True or false? The attendance report of a meeting contains the name, the action (joined), the date and time of the action for each of the attendees.;As the organizer of the meeting, I can find out what time the different participants joined.;
10454;QUESTION            ;307;en;I have a meeting with foreign subsidiaries, which icon allows me to activate captioning at a Teams meeting?;Thanks to live subtitling feature, we understand each other more easily between members of foreign subsidiaries. And it is also very convenient for Inclusive Meetings!;
10455;QUESTION            ;303;en;If I want to have a view of all my upcomign meetings, I have options in my calendar to filter the view by : ;At the beginning of the week, I can check my agenda to see my meetings of the week. I can also block some time in my agenda to work on my projects.;
10456;QUESTION            ;375;en;To reply to a post in a team, I click on :;"To respond to a new post, I click Reply to add a comment. So my colleagues can easily find the conversation thread.
I start a new conversation only if necessary.";
10457;QUESTION            ;280;en;Which icons can transform a group conversation in an adhoc meeting?;#VALUE!;
10458;QUESTION            ;99;en;In my activity feed (notifications), I can find:;I check my notifications from the Activity tab and I can use the filters to easily find a post where I'm mentioned.;
10459;QUESTION            ;359;en;My team and I are not on the same geographic site. However, I need to organize an ideation workshop around a project. What tool can we use remotely? ;With my team, we no longer need to be in the same room to brainstorm a topic. During the Teams meeting, we can do this via shared notes or use a third-party application (Klaxoon, Miro, Beekast...) if my organization has one.;
10460;QUESTION            ;237;en;Can I work simultaneously with my colleagues on the same PowerPoint file?;I share my files in my Teams channels, so my colleagues and I can work on the same version of a document, rather than sending successive versions by email.;
10461;QUESTION            ;169;en;How to allow a colleague to access a file that I shared in Teams?;I keep in mind that if the file is part of a private team and my contact is not a member,  they will not be able to access it.;
10462;QUESTION            ;128;en;I work with my team on an Excel file shared in Teams. What is the best way to inform Alex that there is an error on one of his formulas?;If I have questions about a specific area of a Word, Powerpoint or Excel file, I go to the Review tab of the document and insert Comments and use the @mention. This will allow the person concerned to quickly respond to my question.;
10463;QUESTION            ;132;en;A manager has shared an important link in the conversation thread of yesterday's meeting. It would be appropriate to share this link with another colleague. How can I find this link and share it?;If someone shares important information with me that I want to process later, I save the message to find it easily later.;
10464;QUESTION            ;246;en;I recorded a Teams meeting with customers. My client tells me that he cannot read the recording of the meeting. How can I do?;I easily access Microsoft Stream through the Office.com portal.;
10465;QUESTION            ;86;en;I want to get the old version of a shared document in Teams, what is the right path?;By sharing a document in a team I am making sure there is only one version of this document and I'm sure i'm working on the latest and most updated version. If necessary I can download an older version from a specific date, using the version history.;
10466;QUESTION            ;225;en;I wish I had a view of the task progress of my project team. What tool should I use in Teams?;Using specific applications for managing tasks and projects allows my team to be more efficient and decrease the volume of messages or emails related to the completion of these tasks;
10467;QUESTION            ;328;en;I want to modify a post I wrote because I have indicated a 70% renewal rate when it is currently 80%: how do I do this? ;I can easily modify a small error in a post.;
14840;REPONSE             ;989;fr;J'épingle le site web de la formation à notre canal Veille et formation.;;
14841;REPONSE             ;632;fr;Icône Emoji;;
10468;QUESTION            ;177;en;Where can I quickly find the list of applications used in my team?;To view the applications used in my team, I go to Manage team and I get the list in the Applications tab. I can choose to remove those who are not used anymore.;
10469;QUESTION            ;254;en;We have a presentation with a client. My client tells me that he is with a member of his team who is hard of hearing and that he needs captioning to follow the meeting online. What should I do? ;To ensure digital accessibility for all, I recommend to my team to review the accessibility features available in Microsoft apps, to make sure all content is accessible. This makes it easy to adapt to all situations and share best practices.;
10470;QUESTION            ;373;en;I organized a Teams meeting to train my colleagues on on how to use a new app. In the sharing tray, I select: ;I share a window when I only need to show one thing and want to keep the rest hidden. When I navigate on my dekstop, participants only see the window that I shared.;
10471;QUESTION            ;84;en;True or False? I can filter conversations, to easily find only those related to meetings.;To easily find conversations that happened during previous meetings, I use the functionality Filter and I select Meetings from the Conversation tab. I can then pin the conversations that I want to keep on top of the list.;
10472;QUESTION            ;201;en;In a chat, which icon should I click on to pin a file or an application?;I can pin a file (Word, Powerpoint, Excel) or a third-party application to my conversation to quickly find it in one click.;
10473;QUESTION            ;170;en;To better navigate through my different teams, I would like to customize the image on the left of the team's name. What is the right way to do so?;A custom image for each team will allow me to better identify every team visually within the list.;
10474;QUESTION            ;302;en;I'm in a meeting and I have just received a message on my voicemail. I would like to know if it's urgent. How to get access to it directly from Teams?;I always ask my contacts to leave a voicemail. Thanks to the feature Transcript voicemail, I can quickly check my voicemail while I'm attending a meeting!;
10475;QUESTION            ;55;en;My team and I are not on the same geographic site. However, I need to organize an ideation workshop around a project. What tool can we use remotely? ;With my team, we no longer need to be in the same room to brainstorm a topic. During the Teams meeting, we can do this via shared notes or use a third-party application (Klaxoon, Miro, Beekast...) if my organization has one.;
10476;QUESTION            ;46;en;I do not want to be interupted for 2 hours to focus on a specific project. Which statuses disables all my notifications?;"Here is how my status is automatically updated on Teams:
- Available (automatically activates if I have nothing in my calendar)
- Busy / In meeting (activates automatically when I''m in a meeting)
- Do Not Disturb (activates automatically when I make a screen sharing)
- Away (activates after a long period of inactivity Teams)
- Out of Office (activates when indicated in my Outlook calendar)
- Disconnected (activates automatically when I log off from Teams)";
10477;QUESTION            ;10;en;It's 1:55pm, I get out of the tramway and I launch my 2pm Teams meeting on the mobile app. I can then access:;When I run a little late on a physical meeting, I connect from the mobile application and I warn other participants I am coming soon.;
10478;QUESTION            ;167;en;How to create a group chat?;"I can give a name to the group chat by clicking on the arrow pointing down at the far right of the field.
I prefer to create group conversations instead of endless emails threads!";
10479;QUESTION            ;297;en;What is the right path to schedule a meeting directly from a team channel?;By planning team meetings in this way, I don't need to invite individuals. That's how I save time!;
10480;QUESTION            ;316;en;What are the right steps to create a Teams meeting from Outlook?;The features usually available in Outlook are available: make the meeting recurrent, use the Scheduling assistant to identify the best time slot for all participants.;
10481;QUESTION            ;184;en;True or false? When I create a Teams meeting, I can set a status of participants in the meeting: Mandatory / Optional.;I have the option to set some guests as optional,  if they are not required to have this meeting.;
10482;QUESTION            ;112;en;How to allow a colleague to access a file that I shared in Teams?;I keep in mind that if the file is part of a private team and my contact is not a member,  they will not be able to access it.;
10483;QUESTION            ;335;en;I work in tandem with Alex. I want to add shared notes pinned to our conversation. Which application should I use?;When I work as a team on a project, I use shared notes so that everyone finds the information in one single place.;
10484;QUESTION            ;136;en;I see that my manager is using a dark background on Teams. Does he have super powers? ;In Teams Setting (available in my profile pricture) I can set different Teams theme such as Dark Mode.;
10485;QUESTION            ;173;en;What is Alex doing in this video?;I change my status to inform my contacts that I am Available, Busy, Be right back, Appear Away or  Do not disturb.;
10486;QUESTION            ;18;en;In which cases is it better to create a Teams group chat rather than sending an email?;I use the right tool for the right purpose. I prefer Teams for quick and instant chat, I use email to communicate important and official information.;
10487;QUESTION            ;267;en;Which action allows me to end the meeting for all participants?;"As meeting organizer, I can chose to leave the meeting, but the meeting will continue for other participants; or I can end the meeting for all participants. ";
10488;QUESTION            ;129;en;My manager is traveling abroad. He asks me to re-schedule our weekly meeting to match its time zone. How can I do that?;If I have a meeting with someone abroad, when creating the meeting, I select their time zone and then I click on the Planning Assistant to view the available slots on the two calendars. I prefer working hours to preserve a good work-life balance.;
10489;QUESTION            ;224;en;Who can download the list of participants for a meeting?;#VALUE!;
10490;QUESTION            ;146;en;What is the best way to change my status on Teams ?;Keeping our status up to date is the best way to let my collegues know if they can reach to me;
10491;QUESTION            ;154;en;I see that my manager is using a dark background on Teams. Does he have super powers? ;In Teams Setting (available in my profile pricture) I can set different Teams theme such as Dark Mode.;
10492;QUESTION            ;320;en;I use keyboard shortcuts to save time. Alex works on MacOS and looks for keyboard shortcuts available on this platform. I show him the right path to get there:;When you become a Teams super user, using keyboard shortcuts can be a real game changer!;
14913;REPONSE             ;44;en;She changes her calendar view to see available slots for the day.;;
10494;QUESTION            ;366;en;What is the keyboard shortcut that opens the Files section in Teams?;To quickly navigate through Teams, I use keyboard shortcuts. I have access to the whole list from my profile by selecting Keyboard Shortcuts.;
10495;QUESTION            ;329;en;I want to archive a team that is linked to a completed project. What's the correct way to do this ? ;When one of the teams is no longer active, I archive it to use as a reference enabling me to reactivate it if needed in the future. In order for members of this team to continue to access the files, I check the <SharePoint site access feature in read only mode> for team members. ;
10496;QUESTION            ;269;en;True or false? I can create a title for a new conversation in a channel.;Adding a title to a conversation is recommended to make it easier to understand and to find;
10497;QUESTION            ;213;en;I shared the details of my Outlook calendar to my team so they can set up appointments more easily. Do they have the view on Teams calendar?;Today, I cannot see shared calendras in teams but Schedule assistant display common available slots;
10498;QUESTION            ;228;en;In Microsoft Teams, I can add an app to a team. In which tab can I find the catalog of available apps? ;If we use a third-party application with my team, I can check whether it's available in the Teams app catalog and pin it to one of the channels.;
10499;QUESTION            ;107;en;True or false? My team will improve efficiency and quality if we co-edit a single version of a document.;Teams allows co-editing on Word, Excel, Powerpoint. Mistakes due to different versions, merging or changing documents are over!;
10500;QUESTION            ;190;en;I just plugged my headset to attend a meeting.  But the sound comes out of my PC. What is the right path to solve this problem?;;
10501;QUESTION            ;2;en;True or false? When I create a Teams meeting, I can set a status of participants in the meeting: Mandatory / Optional.;I have the option to set some guests as optional,  if they are not required to have this meeting.;
10502;QUESTION            ;208;en;During a presentation, I have to launch a video. What is the right path for participants to hear the sound of my video through screen sharing?;I can also paste the video link in the chat of the meeting, for further consultation by the attendees.;
10503;QUESTION            ;114;en;I am part of a private channel called Sales Forecast with three of my colleagues. I would like to share with them the new internal procedure that I have just received by email, concerning business travel:;In order not to pollute the communication of my teams, I always choose the right tool to communicate my message.;
10504;QUESTION            ;134;en;Writing a long post in a channel, I want to insert a line break. What is the trick?;I try to make my posts pleasant to read for my colleagues.;
10505;QUESTION            ;80;en;How do I survey members in a channel?;Using integrated tools, I am more efficient because I do not need to leave Teams to create a poll. In the publishing area, I click on the ... icon (Mail Extensions) I select the application Poll, I click Add and I customize my poll.;
10506;QUESTION            ;182;en;I am in a meeting with my team, Alex sent me a message telling me that it is better to call on his mobile phone as his laptop is low on battery. How do you do this?;If one of my team members encounters difficulties to connect to a meeting, He can ask to be called or I can call him on his mobile phone from the current meeting, and everyone can participate actively in the meeting.;
10507;QUESTION            ;33;en;What keyboard shortcut is Megan using in this video to insert emoji?;I can add fun to my messages by inserting emoji and gifs.;
10508;QUESTION            ;378;en;What is the keyboard shortcut that opens the Files section in Teams?;To quickly navigate through Teams, I use keyboard shortcuts. I have access to the whole list from my profile by selecting Keyboard Shortcuts.;
10509;QUESTION            ;48;en;I can handle all my calls from Teams because :;I no longer need seperate telephone equipment. I can easily handle all my calls in Teams! It's convenient to have everything in one place!;
10510;QUESTION            ;321;en;I have organized a training through Teams with the sales team. I will start the training and I need to get access to the list of attendees. What is the right path to get there?;I can organize a training through a Teams meeting and download the list of attendees. This allows me to follow up and reach back to those who have not been able to attend.;
10511;QUESTION            ;332;en;I need to co-create or share confidential information with some members of my team, how can I do that ?;It is better to create a private channel in a team rather than a group conversation or an email. This way all of the information related to a project is stored in the same place and won't get lost among team conversations and emails. To do this, I click More options ... and then Add channel. A private channel can only be seen and accessed by selected members.;
10512;QUESTION            ;271;en;How do I get a channel's email address to transfer an important and official internal memo?;Occasionally, I can transfer an email to a Teams channel. I prefer Teams for quick and instant exchanges, and emails to communicate important and official information.;
10513;QUESTION            ;90;en;What is the best way to share the same information in different teams ?;I save time by publishing the same information in multiple Teams channels;
10514;QUESTION            ;299;en;Where is the expiration date of the team that I created?;The team's expiration date depends on the strategy adopted by the organization: 3 months, 6 months, 12 months, 18 months ...;
10515;QUESTION            ;322;en;What is the right way to add a delegate for my Teams calls?;In Teams, delegates can make and receive calls on my behalf. I use this feature when I'm not available, in Vacation or on a business trip.;
10516;QUESTION            ;311;en;I would like to share a file with my colleague Bruno, who is not part of the Teams team in which this file is located. What's the right course?;This manipulation allows me to share the file with Bruno without adding him to the Teams team.;
10517;QUESTION            ;139;en;One of my colleague seems unavailable and does not respond to my message. What can I do to get in touch with him / her?;When one of my colleague is not instantly 'available' - for non urgent matters - I can wait until he/she replies without sending email to avoid too many notifications. When he/she shows an 'available' status, I can then reach out.;
10518;QUESTION            ;272;en;I am part of a team of 20 people and I have identified an interesting online training for my colleagues. How do I highlight it in Teams? ;I use the right channels to appropriately structure the communication within my team.;
10519;QUESTION            ;31;en;In my activity feed (notifications), I can find:;I check my notifications from the Activity tab and I can use the filters to easily find a post where I'm mentioned.;
10520;QUESTION            ;94;en;What is the right way to share a file from my OneDrive to Teams?;By accessing my files stored on OneDrive directly in Teams, I remain in one interface and I do not lose time browsing between different windows!;
10521;QUESTION            ;1;en;Which status should I select when I am in a customer meeting and do not want to be disturbed?;I can change my status on Teams, even from the mobile app.;
10522;QUESTION            ;255;en;Which icon opens a conversation in a new window?;It is comfortable to open some conversations in separate windows!;
10523;QUESTION            ;25;en;I want to organize a division meeting with the regional teams and there are 50 people to invite. Can I invite everyone to a Teams meeting?;On Teams, I can organize meetings for up to 300 people. Convenient for quarterly general meetings, regional calls and, anyone can join the meeting from anywhere!;
10524;QUESTION            ;357;en;A new person has joined my team. To be onboarded quickly, she wants to know where she can find the notes of the weekly team meeting. She can find them in the tab ...;For recurring meetings, I encourage my colleagues to use shared notes for a summary of the points raised by date.;
10525;QUESTION            ;126;en;I'm going on vacation next week. My colleagues will know that I will not be able to attend the meetings because:;When I go on leave, I inform by chat the people I work with often. I change my status message and respond by selecting Decline to the organizers of meetings scheduled during my holidays.;
10526;QUESTION            ;152;en;On mobile, I have 20 teams displayed in the Teams tab, which is not very comfortable. How can I reduce this list?;I can easily adjust the display of teams in the mobile application.;
10527;QUESTION            ;386;en;I work in tandem with Alex. I want to add shared notes pinned to our conversation. Which application should I use?;When I work as a team on a project, I use shared notes so that everyone finds the information in one single place.;
10528;QUESTION            ;103;en;Which feature notifies me when my colleague becomes available?;I do not bother my colleague when their status is Do Not Disturb or In a call. Instead, I select the action Notify when available and I contact him or her at the right time.;
10529;QUESTION            ;220;en;From the mobile application, which icon allows to send an audio message?;When I am away from my computer, I use audio messages to quickly connect with colleagues via mobile application. I keep my finger on the Microphone to record the message, I release the button once the message is over and then I press Send button.;
10530;QUESTION            ;355;en;What is the best way for me to share a document before a meeting?;"The best way is to share the media via OneDrive in the meeting conversation: all discussions related to this meeting are then centralized.
Moreover, thanks to the OneDrive and Teams synchronization, my very latest document updates will be visible to the participants.";
10531;QUESTION            ;45;en;Two new people just joined my team. I want to add them to our TEAMS Teams, what to do?;When someone important is missing to a team, I can submit a request to add that person even if I am not owner of a team, he/she will validate later. If I'm owner of the team, I can then add the person.;
10532;QUESTION            ;121;en;Can I create a recurring Teams meeting?;#VALUE!;
10533;QUESTION            ;346;en;During a call, someone asks me to find a file shared via Teams. How do I do this?;To quickly find a file, I type the file name in the Teams search bar. Then, I filter the search results by using the Filter button;
10534;QUESTION            ;38;en;I want to pass on important information to all members of my team: how do I get this message from the crowd?;I avoid the duplication of information (message in Teams + Email) so as not to lose my contacts and centralize the exchanges.;
10535;QUESTION            ;91;en;I'm in a meeting. I am talking but nobody responds to my proposal .... What's going on?;Teams detects and proactively advises participants when small common mistakes impact the efficiency of a meeting.;
10536;QUESTION            ;215;en;From the Teams mobile app, what are the options that allow me to share a file?;#VALUE!;
10537;QUESTION            ;125;en;Writing a long post in a channel, I want to insert a line break. What is the trick?;I try to make my posts pleasant to read for my colleagues.;
10538;QUESTION            ;168;en;I participate to a remote meeting from my PC Teams app. My manager is sharing the quarterly results. I can't read the results very well. How do I get a better overview of shared content?;#VALUE!;
